product_name,sku,brand,category,code,model,color,department,department_original,description_eng,errors,feed_name,gtin,images,made_in,materials,season,year
WMN UNDERWEAR-SWIMWEAR,BUS6WU03.BLK,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8118812-A1189 BLACK,8118812-A1189 BLACK,BLACK,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
WMN UNDERWEAR-SWIMWEAR,BUS6WU07.SAN,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8122513-B9368 SAND IP CHECK,8122513-B9368 SAND IP CHECK,SAND,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
WMN UNDERWEAR-SWIMWEAR,BUS6WU02.WHI,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8070464-A1464 WHITE,8070464-A1464 WHITE,WHITE,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
WMN UNDERWEAR-SWIMWEAR,BUS6WU03.WHI,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8118811-A1189 BLACK,8118811-A1189 BLACK,BLACK,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
UNISEX ACCESORIES,BUS6XA01.BGE,BURBURRY,UNISEX ACCESORIES,8120539-A1366 HONEY,8120539-A1366 HONEY,BEIGE,unisex,UNISEX,DOG COAT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],United Kingdom (GB),100%COTTON,,
WMN BAG,BUS6WX04.BLU,BURBURRY,WMN BAG,8120006-A2993 BLUE/ATOM BLUE,8120006-A2993 BLUE/ATOM BLUE,BLUE,female,DONNA,W TOTE BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),,
WMN HAT,BUS6WY02.BGE,BURBURRY,WMN HAT,8117735-A3743 FLAX / SAND,8117735-A3743 FLAX / SAND,SAND,female,DONNA,M BUCKET HAT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%COTTON,,
WMN BAG,BUS6WX03.SAN,BURBURRY,WMN BAG,8119598-C1762 PEAT/SAND,8119598-C1762 PEAT/SAND,SAND,female,DONNA,W TOTE BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),,
WMN BAG,BUS6WX05.WHI,BURBURRY,WMN BAG,8108817-B7348 SOAP,8108817-B7348 SOAP,WHITE,female,DONNA,W CROSSBODY BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),,
WMN BAG,BUS6WX01.GRE,BURBURRY,WMN BAG,8119742-C2906 WEALD,8119742-C2906 WEALD,GREEN,female,DONNA,W CROSSBODY BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),,
WMN BAG,BUS6WX03.WHI,BURBURRY,WMN BAG,8119597-B7348 SOAP/LIGHT BEIGE,8119597-B7348 SOAP/LIGHT BEIGE,WHITE,female,DONNA,W TOTE BAG,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100%CALF GRAIN LEATHER (BOS TAURUS),,
WMN UNDERWEAR-SWIMWEAR,BUS6WU01.BLK,BURBURRY,WMN UNDERWEAR/SWIMWEAR,8070463-A1189 BLACK,8070463-A1189 BLACK,BLACK,female,DONNA,W SWIMW TWO PIECE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),73%POLYAMIDE (NYLON) 27%ELASTANE,,
WMN DRESS,CHF5WD03.GRY,CHLO�,WMN DRESS,CH25ARO12060-00B Muddy Grey,CH25ARO12060-00B Muddy Grey,GREY,female,DONNA,DRESS Muddy Grey,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Madagascar (MG),100%Silk,FW25,2025
WMN BAG,CHF5WX04.IVO,CHLO�,WMN BAG,CH25AS611Q10-22J Deep Ivory,CH25AS611Q10-22J Deep Ivory,IVORY,female,DONNA,"SMALL HOBO BAG, Deep Ivory","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% ACRYLIC,FW25,2025
WMN ACCESORIES,CHF5WA03.GLD,CHLO�,WMN ACCESORIES,CH25ABJ41CB7-9DC Vintage Gold,CH25ABJ41CB7-9DC Vintage Gold,GOLD,female,DONNA,JEWEL BELT Vintage Gold,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% Brass,FW25,2025
WMN BAG,CHS4WX03.BGE1,CHLO�,WMN BAG,CHC24US680N17-26Z Powder Beige,CHC24US680N17-26Z Powder Beige,BEIGE,female,DONNA,MARCIE NAPPA LAMBSKIN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],ITALY,,SS24,2024
WMN JEWLERY,CHF5WG05.GLD,CHLO�,WMN JEWLERY,CH25AJN08CB7-9DC Vintage Gold,CH25AJN08CB7-9DC Vintage Gold,GOLD,female,DONNA,"NECKLACE, Vintage Gold","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% BRASS,FW25,2025
WMN SHOES,CHS5WQ01.PIN,CHLO�,WMN SHOES,CHC25S07IPN-26C Pink Tea,CHC25S07IPN-26C Pink Tea,PINK,female,DONNA,KICK SNEAKERS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Bangladesh (BD),100%Leather,SS25,2025
WMN TOP,COCRWE01.BLK,COURR�GES,WMN TOP,PERMDE012FI0001-9999 BLACK,PERMDE012FI0001-9999 BLACK,BLACK,female,DONNA,REEDITION KNIT TANK TOP,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Bulgaria (BG),85%Cotton 1%Elastane 14%Polyamide,,
WMN T-SHIRT,COCRWH02.WHI,COURR�GES,WMN T-SHIRT,VESJTS017JS0070-0098 HERITAGE WHITE/BLACK,VESJTS017JS0070-0098 HERITAGE WHITE/BLACK,WHITE,female,DONNA,SIGNATURE CONTRAST T-SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),100%Cotton,,
WMN TROUSER,COCRWT02.AZU,COURR�GES,WMN TROUSER,VESDPA918DE0041-7052 VINTAGE MEDIUM BLUE,VESDPA918DE0041-7052 VINTAGE MEDIUM BLUE,AZURE,female,DONNA,BOOTCUT DENIM PANTS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),,,
WMN TOP,COCRWE01.WHI,COURR�GES,WMN TOP,PERMDE012FI0001-0001 HERITAGE WHITE,PERMDE012FI0001-0001 HERITAGE WHITE,WHITE,female,DONNA,REEDITION KNIT TANK TOP,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Bulgaria (BG),85%Cotton 1%Elastane 14%Polyamide,,
WMN SKIRT,COCRWK01.BLK,COURR�GES,WMN SKIRT,PERCJU001VY0014-9999 BLACK,PERCJU001VY0014-9999 BLACK,BLACK,female,DONNA,REEDITION VINYL SKIRT BLK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Serbia (RS),88%Cotton 10%Polyurethane 2%Elastane,,
WMN JACKET,COCRWJ01.BRG,COURR�GES,WMN JACKET,PERCBL005VY0014-4010 BURGUNDY,PERCBL005VY0014-4010 BURGUNDY,BURGUNDY,female,DONNA,REEDITION VINYL JACKET MASTIC BURGUNDY,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),88%Cotton 2%Spandex/Elastane 10%Polyurethane,,
WMN SKIRT,COCRWK01.BRG,COURR�GES,WMN SKIRT,PERCJU001VY0014-4010 BURGUNDY,PERCJU001VY0014-4010 BURGUNDY,BURGUNDY,female,DONNA,REEDITION VINYL SKIRT BURGUNDY,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Serbia (RS),88%Cotton 10%Polyurethane 2%Elastane,,
WMN JACKET,COS6WJ01.GRE,COURR�GES,WMN JACKET,223CBL005VY0014-7038 LIGHT MINT,223CBL005VY0014-7038 LIGHT MINT,green,female,DONNA,REEDITION VINYL JACKET BLK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),88%Cotton 2%Spandex/Elastane 10%Polyurethane,,
WMN JACKET,COCRWJ01.GRY,COURR�GES,WMN JACKET,PERCBL005VY0014-9100 MASTIC GREY,PERCBL005VY0014-9100 MASTIC GREY,GREY,female,DONNA,REEDITION VINYL JACKET MASTIC GREY,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),88%Cotton 2%Spandex/Elastane 10%Polyurethane,,
WMN T-SHIRT,COCRWH02.BLK,COURR�GES,WMN T-SHIRT,VESJTS017JS0070-9901 BLACK/HERITAGE WHITE,VESJTS017JS0070-9901 BLACK/HERITAGE WHITE,BLACK,female,DONNA,SIGNATURE CONTRAST T-SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),100%Cotton,,
WMN JACKET,COS6WJ01.BRO,COURR�GES,WMN JACKET,223CBL005VY0014-1099 LIGHT MOCHA,223CBL005VY0014-1099 LIGHT MOCHA,BROWN,female,DONNA,REEDITION VINYL JACKET BLK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),88%Cotton 2%Spandex/Elastane 10%Polyurethane,,
MAN KNITWEAR,COF5MM01.BLK,COURR�GES,MAN KNITWEAR,325MPU239FI0036-9999 BLACK,325MPU239FI0036-9999 BLACK,BLACK,male,UOMO,BOATNECK RIBBED WOOL SWEATER,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% MERINO WOOL,FW25,2025
WMN TOP,COF5WE01.BRO,COURR�GES,WMN TOP,325JDE143JS0194-1098 MOCHA,325JDE143JS0194-1098 MOCHA,BROWN,female,DONNA,UNDRESSED 90`S RIB BUCKLE TANK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),,FW25,2025
WMN SKIRT,COF5WK02.BLK,COURR�GES,WMN SKIRT,325CJU292WO0144-9901 BLACK/HERITAGE WHITE,325CJU292WO0144-9901 BLACK/HERITAGE WHITE,BLACK,female,DONNA,2POCKET ZIPPED CAVIAR MINI SKIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Romania (RO),100% WOOL - 100% VISCOSE,FW25,2025
WMN T-SHIRT,COF5WH02.WHIBLK,COURR�GES,WMN T-SHIRT,325JTS228JS0203-0098 HERITAGE WHITE/BLACK,325JTS228JS0203-0098 HERITAGE WHITE/BLACK,WHITE,female,DONNA,CIRCLE CONTRAST LS T-SHIRT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),100% COTTON,FW25,2025
WMN TOP,COF5WE01.WHI,COURR�GES,WMN TOP,325JDE143JS0194-0001 HERITAGE WHITE,325JDE143JS0194-0001 HERITAGE WHITE,WHITE,female,DONNA,UNDRESSED 90`S RIB BUCKLE TANK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Portugal (PT),,FW25,2025
WMN TROUSER,COF5WT01.BLK,COURR�GES,WMN TROUSER,325MPA428FI0001-9999 BLACK,325MPA428FI0001-9999 BLACK,BLACK,female,DONNA,2-POCKETS RIB KNIT PANTS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Bulgaria (BG),70% VISCOSE 30% POLYESTER,FW25,2025
WMN HAT,COF5WY01.BRO,COURR�GES,WMN HAT,325ACT043CO0160-1098 MOCHA,325ACT043CO0160-1098 MOCHA,BROWN,female,DONNA,COURREGES EMBROIDERED CAP,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Bulgaria (BG),"100% COTTON, 80% COTTON, 20% POLYESTER",FW25,2025
WMN TROUSER,COF5WT02.AZU,COURR�GES,WMN TROUSER,VESDPA253DE0041-7052 VINTAGE MEDIUM BLUE,VESDPA253DE0041-7052 VINTAGE MEDIUM BLUE,BLUE,female,DONNA,HAMMER DENIM BAGGY PANTS,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),98% COTTON 2% ELASTANE  100% COTTON,FW25,2025
