product_name,sku,brand,category,code,model,color,department,department_original,description_eng,errors,feed_name,gtin,images,made_in,materials,season,year
Tutina India,17.618073.049Naturale,BABE & TESS,ROMPER,17.618073.049Naturale,17.618073,BEIGE,girl,GIRL CLOTHING,Tutina India,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,55% Linen 45% Cotton,SS26,2026
Unknown,99318090-301.301,BABE & TESS,BROOCH,99318090-301.301,99318090-301,GREEN,girl,GIRL ACCESSORIES,SPILLA,"[{""error"": ""missing_field"", ""field"": ""name""}, {""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,[],[],,,SS23,2023
Bermuda Tazio,24.618019.327MelogranoStriped,BABE & TESS,BERMUDA SHORT,24.618019.327MelogranoStriped,24.618019,RED,girl,GIRL CLOTHING,Bermuda Tazio,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,82% COTTON 17% POLYAMIDE 1% ELASTANE,SS26,2026
Amour t-shirt,21.618141.049Naturale,BABE & TESS,SHORT SLEEVES T-SHIRT,21.618141.049Naturale,21.618141,BEIGE,girl,GIRL CLOTHING,Amour t-shirt,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,100% COTTON,SS26,2026
Saint Tropez pants,04.618007.123AzurStripes,BABE & TESS,PANTS,04.618007.123AzurStripes,4.618007,LIGHT BLUE,girl,GIRL CLOTHING,Saint Tropez pants,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,90% COTTON 10% POLYESTER,SS26,2026
Unknown,35318068-301.301,BABE & TESS,SHORTS,35318068-301.301,35318068-301,GREEN,girl,GIRL CLOTHING,SHORTS RICAMATI,"[{""error"": ""missing_field"", ""field"": ""name""}, {""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,[],[],,,SS23,2023
Veriska denim,04.618070.315Denim,BABE & TESS,JEANS,04.618070.315Denim,4.618070,BLUE,girl,GIRL CLOTHING,Veriska denim,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,80% COTTON 20% LINEN,SS26,2026
Jessica chemise,03.618075.130BiancoBlueRoyal,BABE & TESS,SHIRT,03.618075.130BiancoBlueRoyal,3.618075,WHITE,girl,GIRL CLOTHING,Jessica chemise,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,100% COTTON,SS26,2026
Unknown,99318138-156.156,BABE & TESS,NECKLACE,99318138-156.156,99318138-156,GREEN,girl,GIRL ACCESSORIES,COLLANA,"[{""error"": ""missing_field"", ""field"": ""name""}, {""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,[],[],,,SS23,2023
Miffy ECO Corduroy - 33 cm - 13,24182605.Pink,BON TON TOYS,PELUCHE,24182605.Pink,24182605,PINK,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 33 cm - 13,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066017175""]",[],,100% RECYCLED POLYESTER,,2025
Miffy ECO Tiny Teddy - 23 cm - 9,24182589.Beige,BON TON TOYS,PELUCHE,24182589.Beige,24182589,BEIGE,unisex,UNISEX ACCESSORIES,Miffy ECO Tiny Teddy - 23 cm - 9,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066016192""]",[],,100% RECYCLED POLYESTER,,2025
Unknown,CVT01-113.113,BABE & TESS,CREWNECK SWEATSHIRT,CVT01-113.113,CVT01-113,BLUE,boy,BOY CLOTHING,MAGLIA FIAMMATA,"[{""error"": ""missing_field"", ""field"": ""name""}, {""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,[],[],,,SS22,2022
Alexa midi skirt,02.618011.123AzurStripes,BABE & TESS,SKIRT,02.618011.123AzurStripes,2.618011,LIGHT BLUE,girl,GIRL CLOTHING,Alexa midi skirt,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,[],[],ITALY,90% COTTON 10% POLYESTER,SS26,2026
Miffy ECO Corduroy - 23 cm - 9,24182615.Kobalt blue,BON TON TOYS,PELUCHE,24182615.Kobalt blue,24182615,BLUE,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 23 cm - 9,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066017274""]",[],,100% RECYCLED POLYESTER,,2025
Miffy ECO Corduroy - 23 cm - 9,24182607.Yellow,BON TON TOYS,PELUCHE,24182607.Yellow,24182607,YELLOW,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 23 cm - 9,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066017199""]",[],,100% RECYCLED POLYESTER,,2025
Miffy ECO Corduroy - 33 cm - 13,24182606.Yellow,BON TON TOYS,PELUCHE,24182606.Yellow,24182606,YELLOW,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 33 cm - 13,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066017182""]",[],,100% RECYCLED POLYESTER,,2025
Miffy Terry - 50 cm - 20,24182576.Cream,BON TON TOYS,PELUCHE,24182576.Cream,24182576,BEIGE,unisex,UNISEX ACCESSORIES,Miffy Terry - 50 cm - 20,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066013306""]",[],,100% RECYCLED POLYESTER,,2025
Miffy Terry - 33 cm - 13,24182441.Light Grey,BON TON TOYS,PELUCHE,24182441.Light Grey,24182441,GREY,unisex,UNISEX ACCESSORIES,Miffy Terry - 33 cm - 13,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066010596""]",[],,100% RECYCLED POLYESTER,,2025
Miffy ECO Corduroy - 23 cm - 9,24182220.Green,BON TON TOYS,PELUCHE,24182220.Green,24182220,GREEN,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 23 cm - 9,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066004502""]",[],,100% RECYCLED POLYESTER,,2025
Miffy ECO Corduroy - 23 cm - 9,24182610.Aviator blue,BON TON TOYS,PELUCHE,24182610.Aviator blue,24182610,BLUE,unisex,UNISEX ACCESSORIES,Miffy ECO Corduroy - 23 cm - 9,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",breficom,"[""8719066017229""]",[],,100% RECYCLED POLYESTER,,2025
BIBI hooded jacket,J31398G-JADE19.00000,SAVE THE DUCK,SHORT PUFFER,J31398G-JADE19.00000,J31398G-JADE19,WHITE,girl,GIRL CLOTHING,BIBI hooded jacket,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770606075"", ""8059770606273"", ""8059770606471""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
ANDY VEST,J82430X-GIGA19.80007,SAVE THE DUCK,SLEEVELESS PUFFER,J82430X-GIGA19.80007,J82430X-GIGA19,PINK,boy,BOY CLOTHING,ANDY VEST,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770675095"", ""8059770675347"", ""8059770675590"", ""8059770673596"", ""8059770673848""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
NILES HOODED JACKET,J31653B-LOVE19.90058,SAVE THE DUCK,SHORT PUFFER,J31653B-LOVE19.90058,J31653B-LOVE19,BLUE,boy,BOY CLOTHING,NILES HOODED JACKET,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770614506"", ""8059770614681"", ""8059770614865"", ""8059770613424"", ""8059770613608"", ""8059770613783""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
SHELL HOODED SUIT,I30002X-LUCK19.50069,SAVE THE DUCK,SHORT PUFFER,I30002X-LUCK19.50069,I30002X-LUCK19,GREEN,kid_unisex,UNISEX CLOTHING,SHELL HOODED SUIT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770586636"", ""8059770586773"", ""8059770586919"", ""8059770586490""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
LILY HOODED JACKET,J32310G-GIGA19.70014,SAVE THE DUCK,SHORT PUFFER,J32310G-GIGA19.70014,J32310G-GIGA19,RED,girl,GIRL CLOTHING,LILY HOODED JACKET,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770714565"", ""8059770714596"", ""8059770750914"", ""8059770750921""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
LILY HOODED JACKET,J32310G-GIGA19.00002,SAVE THE DUCK,SHORT PUFFER,J32310G-GIGA19.00002,J32310G-GIGA19,WHITE,girl,GIRL CLOTHING,LILY HOODED JACKET,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8059770706775"", ""8059770706812"", ""8059770706850""]",[],CHINA,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,,2024
OW MULTILOGO TEE S-S,OBAA002S26JER007.100,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER007.100,OBAA002S26JER007,WHITE,boy,BOY CLOTHING,OW MULTILOGO TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189586022"", ""1200189586077"", ""1200189586084""]",[],PORTUGAL,100%  COTTON,SS26,2026
BOOKISH DENIM SHORT,OGYC004S26DEN001.452,OFF WHITE,BERMUDA SHORT,OGYC004S26DEN001.452,OGYC004S26DEN001,BLUE,girl,GIRL CLOTHING,BOOKISH DENIM SHORT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189863147"", ""1200189863154"", ""1200189863161""]",[],PORTUGAL,100%  COTTON,SS26,2026
FOR JUMPING WHITE - BLACK,OBIA013F25FAB001.0110,OFF WHITE,KID SNEAKER,OBIA013F25FAB001.0110,OBIA013F25FAB001,BLACK,boy,BOY SHOES,FOR JUMPING WHITE - BLACK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8055266298250"", ""8055266298267"", ""8055266298274""]",[],CHINA,38% POLYESTER 62% POLYURETHANE LINING 100% POLYESTER SOLE 100% RUBBER,,2025
ARROW SKETCH TEE S-S,OBAA002S26JER005.100,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER005.100,OBAA002S26JER005,WHITE,boy,BOY CLOTHING,ARROW SKETCH TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189577266"", ""1200189577310"", ""1200189577327""]",[],PORTUGAL,100%  COTTON,SS26,2026
SCRIBBLE DIAG TEE S-S,OBAA002S26JER009.001,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER009.001,OBAA002S26JER009,BLACK,boy,BOY CLOTHING,SCRIBBLE DIAG TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189590401"", ""1200189590456"", ""1200189590463""]",[],PORTUGAL,100%  COTTON,SS26,2026
ARROW PAINT TEE S-S,OBAA002S26JER006.110,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER006.110,OBAA002S26JER006,WHITE,boy,BOY CLOTHING,ARROW PAINT TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189583106"", ""1200189583151"", ""1200189583168""]",[],PORTUGAL,100%  COTTON,SS26,2026
DIAG WATERCOLOR HOODIE,OGBB002S26FLE001.001,OFF WHITE,SWEATSHIRT,OGBB002S26FLE001.001,OGBB002S26FLE001,BLACK,girl,GIRL CLOTHING,DIAG WATERCOLOR HOODIE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189719178"", ""1200189719222"", ""1200189719345""]",[],PORTUGAL,100%  COTTON,SS26,2026
ARROW BUTTERFLY TEE S-S,OGAA001S26JER002.100,OFF WHITE,SHIRT,OGAA001S26JER002.100,OGAA001S26JER002,WHITE,girl,GIRL CLOTHING,ARROW BUTTERFLY TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189707922"", ""1200189707977"", ""1200189708097""]",[],PORTUGAL,100%  COTTON,SS26,2026
ARROW BUTTERFLY CREWNECK,OGBA001S26FLE002.100,OFF WHITE,SWEATSHIRT,OGBA001S26FLE002.100,OGBA001S26FLE002,WHITE,girl,GIRL CLOTHING,ARROW BUTTERFLY CREWNECK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189716672"", ""1200189716726"", ""1200189716849""]",[],PORTUGAL,100%  COTTON,SS26,2026
DIAG WATERCOLOR TEE S-S,OGAA001S26JER003.001,OFF WHITE,SHORT SLEEVES T-SHIRT,OGAA001S26JER003.001,OGAA001S26JER003,BLACK,girl,GIRL CLOTHING,DIAG WATERCOLOR TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189709179"", ""1200189709223"", ""1200189709346""]",[],PORTUGAL,100%  COTTON,SS26,2026
ARROW PAINT TEE S-S,OBAA002S26JER006.001,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER006.001,OBAA002S26JER006,BLACK,boy,BOY CLOTHING,ARROW PAINT TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189580181"", ""1200189580235"", ""1200189580242""]",[],PORTUGAL,100%  COTTON,SS26,2026
TYPE LOGO TEDDY JACKET DARK GREY - YELLO,OBEA023F25FAB001.0718,OFF WHITE,HEAVY JACKET,OBEA023F25FAB001.0718,OBEA023F25FAB001,GREY,boy,BOY CLOTHING,TYPE LOGO TEDDY JACKET DARK GREY - YELLO,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8055266328216"", ""8055266328223"", ""8055266328230""]",[],PORTUGAL,100% POLYESTER LINING 100% POLYAMIDE DETAILS 100% POLYAMIDE,,2025
B-OUT OF OFFICE STRAPS-002,OBIA008C99LEA002.0110,OFF WHITE,KID SNEAKER,OBIA008C99LEA002.0110,OBIA008C99LEA002,WHITE,kid_unisex,UNISEX SHOES,B-OUT OF OFFICE STRAPS-002,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8051594978697"", ""8051594978703"", ""8051594978710""]",[],CHINA,97% CALF LEATHER 13% RECYCLE POLYESTER SOLE 100% RUBBER LINING 85% RECYCLED POLYESTER 15% POLYESTER,SS26,2026
OW MULTILOGO TEE S-S,OBAA002S26JER007.001,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER007.001,OBAA002S26JER007,BLACK,boy,BOY CLOTHING,OW MULTILOGO TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189584561"", ""1200189584615"", ""1200189584622""]",[],PORTUGAL,100%  COTTON,SS26,2026
BOOKISH DIAG SWEATPANT,OBCH001S26FLE001.001,OFF WHITE,PANTS,OBCH001S26FLE001.001,OBCH001S26FLE001,BLACK,boy,BOY CLOTHING,BOOKISH DIAG SWEATPANT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189651720"", ""1200189651775"", ""1200189651782""]",[],PORTUGAL,100%  COTTON,SS26,2026
DIAG PAINT HOODIE,OBBB001S26FLE005.001,OFF WHITE,SWEATSHIRT,OBBB001S26FLE005.001,OBBB001S26FLE005,BLACK,boy,BOY CLOTHING,DIAG PAINT HOODIE,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189628364"", ""1200189628418"", ""1200189628425""]",[],PORTUGAL,100%  COTTON,SS26,2026
ARROW PATCH TEE S-S,OBAA002S26JER00C.100,OFF WHITE,SHORT SLEEVES T-SHIRT,OBAA002S26JER00C.100,OBAA002S26JER00C,WHITE,boy,BOY CLOTHING,ARROW PATCH TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189597707"", ""1200189597752"", ""1200189597769""]",[],PORTUGAL,100%  COTTON,SS26,2026
DIAG WATERCOLOR TEE S-S,OGAA001S26JER003.100,OFF WHITE,SHORT SLEEVES T-SHIRT,OGAA001S26JER003.100,OGAA001S26JER003,WHITE,girl,GIRL CLOTHING,DIAG WATERCOLOR TEE S/S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189710427"", ""1200189710472"", ""1200189710595""]",[],PORTUGAL,100%  COTTON,SS26,2026
SCRIBBLE DIAG CREWNECK,OBBA001S26FLE008.001,OFF WHITE,SWEATSHIRT,OBBA001S26FLE008.001,OBBA001S26FLE008,BLACK,boy,BOY CLOTHING,SCRIBBLE DIAG CREWNECK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189619607"", ""1200189619652"", ""1200189619669""]",[],PORTUGAL,100%  COTTON,SS26,2026
DIAG PAINT SWEATSHORT,OBCI001S26FLE003.001,OFF WHITE,BERMUDA SHORT,OBCI001S26FLE003.001,OBCI001S26FLE003,BLACK,boy,BOY CLOTHING,DIAG PAINT SWEATSHORT,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189666328"", ""1200189666373"", ""1200189666380""]",[],PORTUGAL,100%  COTTON,SS26,2026
B-VULC LOW LEATHER-001,OBIA003S26LEA001.0105,OFF WHITE,KID SNEAKER,OBIA003S26LEA001.0105,OBIA003S26LEA001,WHITE,kid_unisex,UNISEX SHOES,B-VULC LOW LEATHER-001,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""8055266636328"", ""8055266636335"", ""8055266636342""]",[],INDONESIA,100% LEATHER SOLE 100% RUBBER LINING 100% COTTON,SS26,2026
ARROW SKETCH CREWNECK,OBBA001S26FLE004.100,OFF WHITE,SWEATSHIRT,OBBA001S26FLE004.100,OBBA001S26FLE004,WHITE,boy,BOY CLOTHING,ARROW SKETCH CREWNECK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",breficom,"[""1200189613766"", ""1200189613810"", ""1200189613827""]",[],PORTUGAL,100%  COTTON,SS26,2026
